path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/backend/src/openapi/auth-social.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/auth.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/clusters.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/health.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/merchants-cashback-rates.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/merchants.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/orders-loop-reads.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/orders-loop.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/orders-reads.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/orders.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/public-merchants.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/public.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-cashback-drill.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-cashback-history.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-dsr-orders.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-flywheel-rail.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-history-credits.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-pending-payouts-drills.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-pending-payouts.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-profile.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users-stellar-trustlines.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/openapi/users.ts	16	05,06,07,08,09,10,14,21	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/loop-get-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/loop-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/loop-list-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/procurement-scheduling.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/procurement.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/repo.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/__tests__/transitions.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/barcode-fields.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/cashback-split.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/fulfillment.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/get-handler.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/handler-shared.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/handler.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/list-handler.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/loop-create-checks.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/loop-create-response.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/loop-handler.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/loop-read-handlers.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/loop-replay-response.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/procure-one.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/procurement-asset-picker.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/procurement-redemption.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/procurement-worker.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/procurement.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/repo-credit-order.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/repo-errors.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/repo-idempotency.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/repo.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/request-schemas.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/transitions-sweeps.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/orders/transitions.ts	09	10,12,13,16,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/asset-drift-watcher.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/fee-strategy.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/horizon-balances.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/horizon-circulation.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/horizon-trustlines.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/horizon.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/payout-submit.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/payout-worker.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/price-feed.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/stuck-payout-watchdog.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/watcher-scheduling.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/__tests__/watcher.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/amount-sufficient.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/asset-drift-watcher.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/cursor-watchdog.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/fee-strategy.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/horizon-balances.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/horizon-circulation.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/horizon-find-outbound.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/horizon-trustlines.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/horizon.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/payout-submit.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/payout-worker-pay-one.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/payout-worker.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/price-feed-fx.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/price-feed.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/stroops.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/stuck-payout-watchdog.ts	10	12,13,17,18,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/watcher-bootstrap.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/payments/watcher.ts	13	09,10,11,12,17,19	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/cashback-preview.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/cashback-stats.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/flywheel-stats.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/loop-assets.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/merchant.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/__tests__/top-cashback-merchants.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/cashback-preview.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/cashback-stats.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/flywheel-stats.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/loop-assets.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/merchant.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/public/top-cashback-merchants.ts	08	05,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/request-context.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-cashback-config.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-credit-writes.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-dashboard.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-fleet-monthly.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-operator.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-ops-tail.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-order-drill.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-payouts.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-per-merchant.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-treasury.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin-user-cluster.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/admin.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/auth.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/merchants.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/misc.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/orders.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/public.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/routes/users.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/runtime-health.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/scripts/check-ledger-invariant.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/sentry-scrubber.ts	19	13,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/test-endpoints.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/upstream-body-scrub.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/upstream.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/cashback-by-merchant.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/cashback-monthly.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/dsr-delete.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/dsr-export.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/dsr-handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/flywheel-stats.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/handler.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/orders-summary.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/payment-method-share.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/pending-payouts-summary.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/__tests__/stellar-trustlines.test.ts	18	05,06,07,08,09,10,11,12,13,16	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/cashback-by-merchant.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/cashback-history-handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/cashback-monthly.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/cashback-summary-handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/dsr-delete.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/dsr-export.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/dsr-handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/flywheel-stats.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/orders-summary.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/payment-method-share.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/pending-payouts-detail.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/pending-payouts-handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/stellar-address-handler.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/users/stellar-trustlines.ts	05	08,13,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/src/uuid.ts	05	06,07,08,09,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/tsconfig.json	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/tsup.config.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/vitest.config.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/backend/vitest.integration.config.ts	03	05,11,18,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/README.md	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/capacitor.config.ts	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/java/io/loopfinance/app/MainActivity.java	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-hdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-mdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xxhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xxxhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-hdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-mdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xxhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xxxhdpi/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_bloom.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_draw.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_drop.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_fade.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_scale.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_slide.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_wipe.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_vector.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/values/ic_launcher_background.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/values/styles.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/xml/backup_rules.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/xml/data_extraction_rules.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/android/app/src/main/res/xml/file_paths.xml	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/ios/App/App/Info.plist.additions.txt	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/native-overlays/ios/release.xcconfig	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/package.json	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/mobile/scripts/apply-native-overlays.sh	15	03,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/.env.local.example	03	14,15,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/.env.production	03	14,15,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/AGENTS.md	03	14,15,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/Dockerfile	03	14,15,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/README.md	03	14,15,20	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/__tests__/entry-server-headers.test.ts	18	14	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/app.css	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/ClusterMap.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/FixedSearchButton.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/Footer.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/MapBottomSheet.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/MerchantCard.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/NativeBackButton.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/NativeTabBar.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/Navbar.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/__tests__/MerchantCard.test.tsx	18	14	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AdminAuditTail.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AdminMonthlyCashbackChart.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AdminNav.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AdminUserFlywheelChip.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AdminWithdrawalForm.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
apps/web/app/components/features/admin/AssetCirculationCard.tsx	14	15,16,17,18	unreviewed			initial path-based assignment; confirm during phase 00
